subject,pitch
201,0.834239
201,0.8929440000000001
201,0.951372
201,1.00952
201,1.06734
201,1.12474
201,1.18172
201,1.2382
201,1.29417
201,1.34954
201,1.40427
201,1.45832
201,1.51165
201,1.56424
201,1.61605
201,1.6670599999999998
201,1.7172599999999998
201,1.76663
201,1.81518
201,1.86291
201,1.90983
201,1.95598
201,2.0013400000000003
201,2.04598
201,2.08988
201,2.13306
201,2.1755400000000003
201,2.21732
201,2.2584
201,2.29878
201,2.33842
201,2.37731
201,2.41539
201,2.45261
201,2.48891
201,2.52421
201,2.55842
201,2.59145
201,2.62321
201,2.6535900000000003
201,2.68251
201,2.70985
201,2.73553
201,2.75946
201,2.78157
201,2.80178
201,2.82005
201,2.8363400000000003
201,2.8506400000000003
201,2.86294
201,2.87328
201,2.8816900000000003
201,2.88823
201,2.89298
201,2.89604
201,2.89753
201,2.89757
201,2.8963
201,2.89386
201,2.89041
201,2.8860900000000003
201,2.88106
201,2.87545
201,2.8694
201,2.8630400000000003
201,2.85646
201,2.84977
201,2.84301
201,2.83625
201,2.82951
201,2.8228
201,2.81609
201,2.80934
201,2.80249
201,2.79547
201,2.78816
201,2.78046
201,2.77226
201,2.76342
201,2.7538
201,2.74328
201,2.73172
201,2.71899
201,2.70498
201,2.68959
201,2.67271
201,2.65429
201,2.63428
201,2.6126400000000003
201,2.58938
201,2.56451
201,2.5380700000000003
201,2.51013
201,2.48077
201,2.4500900000000003
201,2.41821
201,2.38527
201,2.35144
201,2.31685
201,2.28168
201,2.24606
201,2.21017
201,2.17423
201,2.13833
201,2.10265
201,2.06727
201,2.03236
201,1.99806
201,1.96438
201,1.93146
201,1.89927
201,1.8679
201,1.83731
201,1.80742
201,1.7781900000000002
201,1.74951
201,1.72133
201,1.69353
201,1.6660400000000002
201,1.6387599999999998
201,1.6116
201,1.58451
201,1.55741
201,1.53026
201,1.503
201,1.47561
201,1.44806
201,1.42036
201,1.39249
201,1.36449
201,1.33636
201,1.30816
201,1.27991
201,1.25166
201,1.22346
201,1.19535
201,1.16739
201,1.13964
201,1.1121299999999998
201,1.08492
201,1.05801
201,1.03145
201,1.00525
201,0.979401
201,0.953921
201,0.928781
201,0.903972
201,0.879482
201,0.855261
201,0.8312809999999999
201,0.807484
201,0.78384
201,0.760321
201,0.7368680000000001
201,0.713461
201,0.690054
201,0.666651
201,0.643246
201,0.6198199999999999
201,0.5963930000000001
201,0.572973
201,0.549592
201,0.526293
201,0.5031220000000001
201,0.480144
201,0.457427
201,0.435045
201,0.413081
201,0.391621
201,0.370756
201,0.350573
201,0.33115100000000003
201,0.31256300000000004
201,0.29488000000000003
201,0.27815700000000004
201,0.262446
201,0.247773
201,0.234163
201,0.22163
201,0.210173
201,0.199779
201,0.190426
201,0.182079
201,0.174688
201,0.168205
201,0.16256800000000002
201,0.15771500000000002
201,0.153586
201,0.15011
201,0.14723
201,0.14488199999999998
201,0.143021
201,0.14161400000000002
201,0.14062
201,0.140023
201,0.139809
201,0.139985
201,0.140574
201,0.141598
201,0.143098
201,0.145117
201,0.147713
201,0.150943
201,0.15487
201,0.159557
201,0.165072
201,0.171475
201,0.178819
201,0.187152
201,0.19651
201,0.206915
201,0.21838
201,0.230899
201,0.244445
201,0.25898000000000004
201,0.274443
201,0.290758
201,0.307831
201,0.32555500000000004
201,0.343806
201,0.362452
201,0.381358
201,0.400378
201,0.419371
201,0.438191
201,0.456705
201,0.474779
201,0.492285
201,0.509128
201,0.525193
201,0.5404220000000001
201,0.554726
201,0.568021
201,0.5803189999999999
201,0.5915229999999999
201,0.601693
201,0.610807
201,0.6188520000000001
201,0.625949
201,0.632212
201,0.637789
201,0.642838
201,0.647524
201,0.652012
201,0.656465
201,0.661042
201,0.66582
201,0.6708649999999999
201,0.6763020000000001
201,0.682167
201,0.68855
201,0.69545
201,0.7028840000000001
201,0.710875
201,0.719332
201,0.728233
201,0.737484
201,0.74697
201,0.7566149999999999
201,0.766275
201,0.775849
201,0.785179
201,0.7941060000000001
201,0.802515
201,0.81025
201,0.817199
201,0.823224
201,0.828203
201,0.8320549999999999
201,0.8346879999999999
201,0.8360479999999999
201,0.836087
201,0.834781
201,0.832123
201,0.828125
201,0.82281
201,0.816225
201,0.808424
201,0.799463
201,0.789419
201,0.77836
201,0.766372
201,0.753546
201,0.739954
201,0.725692
201,0.710825
201,0.695437
201,0.679599
201,0.663352
201,0.646752
201,0.6298189999999999
201,0.612588
201,0.595089
201,0.5773119999999999
201,0.559292
201,0.541009
201,0.522472
201,0.5036930000000001
201,0.484642
201,0.465329
201,0.445725
201,0.425845
201,0.4057
201,0.385276
201,0.364588
201,0.343636
201,0.322435
201,0.300999
201,0.279351
201,0.257512
201,0.235519
201,0.213394
201,0.191167
201,0.168877
201,0.14655
201,0.124224
201,0.10193
201,0.0797045
201,0.0575647
201,0.035543599999999995
201,0.0136359
201,-0.00813096
201,-0.0297284
201,-0.0511981
201,-0.0725188
201,-0.0937554
201,-0.114894
201,-0.135971
201,-0.157076
201,-0.178305
201,-0.199752
201,-0.221517
201,-0.24369
201,-0.266361
201,-0.28961
201,-0.313504
201,-0.33810100000000004
201,-0.363442
201,-0.389553
201,-0.416424
201,-0.444044
201,-0.4723520000000001
201,-0.501258
201,-0.530698
201,-0.560547
201,-0.590711
201,-0.621035
201,-0.6513479999999999
201,-0.68153
201,-0.711394
201,-0.7408140000000001
201,-0.769605
201,-0.797554
201,-0.8245520000000001
201,-0.8504379999999999
201,-0.875129
201,-0.8984969999999999
201,-0.920438
201,-0.940924
201,-0.95989
201,-0.977351
201,-0.993298
201,-1.00774
201,-1.0207700000000002
201,-1.03244
201,-1.04288
201,-1.05215
201,-1.06037
201,-1.06767
201,-1.07416
201,-1.07999
201,-1.0852700000000002
201,-1.09011
201,-1.09464
201,-1.09894
201,-1.10312
201,-1.10723
201,-1.11132
201,-1.11543
201,-1.11956
201,-1.12372
201,-1.12785
201,-1.13193
201,-1.13588
201,-1.13962
201,-1.14306
201,-1.1461
201,-1.1486299999999998
201,-1.15054
201,-1.15171
201,-1.15205
201,-1.15144
201,-1.14979
201,-1.1470200000000002
201,-1.14306
201,-1.13786
201,-1.13136
201,-1.12356
201,-1.11445
201,-1.1040299999999998
201,-1.09234
201,-1.07942
201,-1.06533
201,-1.05013
201,-1.0339200000000002
201,-1.01676
201,-0.998773
201,-0.980062
201,-0.960707
201,-0.940819
201,-0.920461
201,-0.899708
201,-0.878606
201,-0.857182
201,-0.835441
201,-0.813379
201,-0.790971
201,-0.768176
201,-0.744946
201,-0.721217
201,-0.696915
201,-0.671959
201,-0.646267
201,-0.619744
201,-0.5923109999999999
201,-0.563868
201,-0.534349
201,-0.5037010000000001
201,-0.471842
201,-0.438754
201,-0.404377
201,-0.36872
201,-0.331876
201,-0.293827
201,-0.25466700000000003
201,-0.214412
201,-0.17319
201,-0.131151
201,-0.0883556
201,-0.0449867
201,-0.00112814
201,0.043019
201,0.0873551
201,0.131778
201,0.17618499999999998
201,0.220473
201,0.264543
201,0.30830100000000005
201,0.35166
201,0.394541
201,0.436876
201,0.478605
201,0.519651
201,0.5599770000000001
201,0.599531
201,0.6382979999999999
201,0.676251
201,0.713372
201,0.749671
201,0.785142
201,0.819801
201,0.85364
201,0.8866440000000001
201,0.91883
201,0.950172
201,0.980681
201,1.01031
201,1.03902
201,1.0667799999999998
201,1.09354
201,1.11927
201,1.14389
201,1.16728
201,1.1894
201,1.21015
201,1.2295
201,1.24737
201,1.26368
201,1.27839
201,1.29144
201,1.30281
201,1.31245
201,1.32034
201,1.3265
201,1.33094
201,1.33369
201,1.33479
201,1.33431
201,1.3323200000000002
201,1.3289
201,1.32416
201,1.31819
201,1.31111
201,1.30301
201,1.2940200000000002
201,1.28424
201,1.27377
201,1.2627
201,1.25112
201,1.23909
201,1.22666
201,1.21387
201,1.20074
201,1.18725
201,1.17338
201,1.1591
201,1.14434
201,1.12901
201,1.11302
201,1.09626
201,1.0786
201,1.0599299999999998
201,1.04008
201,1.01894
201,0.996358
201,0.97221
201,0.946373
201,0.918735
201,0.8892
201,0.85769
201,0.8241440000000001
201,0.7885300000000001
201,0.750836
201,0.711067
201,0.6692670000000001
201,0.625488
201,0.579825
201,0.532404
201,0.483337
201,0.432798
201,0.380924
201,0.327926
201,0.274039
201,0.219414
201,0.1643
201,0.108843
201,0.0532931
201,-0.00210511
201,-0.0572445
201,-0.111908
201,-0.166026
201,-0.219551
201,-0.272454
201,-0.324732
201,-0.3764
201,-0.427497
201,-0.478063
201,-0.528113
201,-0.577737
201,-0.6269939999999999
201,-0.675999
201,-0.724824
201,-0.773518
201,-0.822207
201,-0.870959
201,-0.919891
201,-0.969054
201,-1.0184799999999998
201,-1.06825
201,-1.11841
201,-1.16901
201,-1.22
201,-1.27134
201,-1.32303
201,-1.37497
201,-1.42714
201,-1.47941
201,-1.53165
201,-1.5838
201,-1.63571
201,-1.6873
201,-1.7384099999999998
201,-1.78888
201,-1.83862
201,-1.88751
201,-1.93548
201,-1.9824
201,-2.02818
201,-2.07278
201,-2.11612
201,-2.15818
201,-2.19891
201,-2.2383
201,-2.27636
201,-2.31312
201,-2.34858
201,-2.38278
201,-2.41574
201,-2.44749
201,-2.47807
201,-2.50751
201,-2.53581
201,-2.563
201,-2.5891
201,-2.6141
201,-2.6379900000000003
201,-2.66077
201,-2.68241
201,-2.70287
201,-2.72212
201,-2.74011
201,-2.7568
201,-2.77212
201,-2.78603
201,-2.79847
201,-2.80939
201,-2.81874
201,-2.82648
201,-2.83258
201,-2.83701
201,-2.83976
201,-2.84083
201,-2.84024
201,-2.838
201,-2.83416
201,-2.82877
201,-2.82189
201,-2.81359
201,-2.80396
201,-2.7930900000000003
201,-2.78106
201,-2.76797
201,-2.75392
201,-2.739
201,-2.7233
201,-2.70689
201,-2.68985
201,-2.67223
201,-2.65408
201,-2.63542
201,-2.61628
201,-2.5966400000000003
201,-2.57649
201,-2.5558
201,-2.53451
201,-2.51257
201,-2.48989
201,-2.4664
201,-2.442
201,-2.4166
201,-2.3900900000000003
201,-2.36237
201,-2.33336
201,-2.30295
201,-2.27107
201,-2.23765
201,-2.20263
201,-2.16596
201,-2.1276200000000003
201,-2.0876
201,-2.0459
201,-2.00254
201,-1.95756
201,-1.91101
201,-1.86295
201,-1.81345
201,-1.7626400000000002
201,-1.71068
201,-1.65766
201,-1.60376
201,-1.54909
201,-1.49381
201,-1.43812
201,-1.38207
201,-1.32582
201,-1.26942
201,-1.21298
201,-1.15664
201,-1.10036
201,-1.04424
201,-0.988232
201,-0.932369
201,-0.876674
201,-0.821059
201,-0.765512
201,-0.7099310000000001
201,-0.654296
201,-0.598587
201,-0.5427
201,-0.4865390000000001
201,-0.430016
201,-0.373057
201,-0.3156
201,-0.257603
201,-0.199039
201,-0.139906
201,-0.0802184
201,-0.0200135
201,0.040651199999999985
201,0.101699
201,0.16303299999999998
201,0.224544
201,0.286104
201,0.347579
201,0.408791
201,0.46959
201,0.5297729999999999
201,0.589134
201,0.64753
201,0.704799
201,0.7608189999999999
201,0.815427
201,0.8684790000000001
201,0.919905
201,0.969602
201,1.01754
201,1.06368
201,1.10796
201,1.15044
201,1.19113
201,1.23009
201,1.26737
201,1.30304
201,1.33722
201,1.37
201,1.40152
201,1.4319
201,1.46125
201,1.4897
201,1.51738
201,1.5444
201,1.57085
201,1.59683
201,1.62241
201,1.64767
201,1.67264
201,1.6973599999999998
201,1.72186
201,1.74613
201,1.77016
201,1.79394
201,1.81744
201,1.84062
201,1.86343
201,1.88584
201,1.90778
201,1.92921
201,1.95008
201,1.97034
201,1.98998
201,2.00895
201,2.02724
201,2.04483
201,2.06173
201,2.07795
201,2.09349
201,2.10839
201,2.1226700000000003
201,2.13637
201,2.14952
201,2.16215
201,2.17433
201,2.18607
201,2.19741
201,2.20838
201,2.21901
201,2.22931
201,2.2393
201,2.24897
201,2.25831
201,2.2673
201,2.27593
201,2.28415
201,2.2919400000000003
201,2.29924
201,2.30602
201,2.31223
201,2.31782
201,2.32276
201,2.327
201,2.33052
201,2.3332900000000003
201,2.33531
201,2.33657
201,2.33708
201,2.33688
201,2.33599
201,2.33446
201,2.33236
201,2.32974
201,2.32668
201,2.32328
201,2.31961
201,2.31576
201,2.31182
201,2.30788
201,2.30402
201,2.30032
201,2.29682
201,2.29358
201,2.29063
201,2.28799
201,2.2856400000000003
201,2.28356
201,2.28172
201,2.28004
201,2.27845
201,2.27684
201,2.27511
201,2.27312
201,2.27074
201,2.26783
201,2.26425
201,2.25985
201,2.25449
201,2.24804
201,2.24036
201,2.23136
201,2.22092
201,2.20898
201,2.1954700000000003
201,2.18035
201,2.16362
201,2.14529
201,2.12538
201,2.10396
201,2.08109
201,2.05689
201,2.03147
201,2.00495
201,1.97749
201,1.94925
201,1.92039
201,1.89108
201,1.86152
201,1.83186
201,1.80229
201,1.77293
201,1.74396
201,1.71558
201,1.68786
201,1.66093
201,1.63484
201,1.60966
201,1.58546
201,1.56221
201,1.53991
201,1.51852
201,1.4980000000000002
201,1.47829
201,1.4593
201,1.44096
201,1.42317
201,1.40586
201,1.38894
201,1.37231
201,1.35587
201,1.33956
201,1.3233
201,1.30705
201,1.29076
201,1.27443
201,1.25805
201,1.2416200000000002
201,1.22517
201,1.20875
201,1.1924
201,1.17618
201,1.16016
201,1.14441
201,1.129
201,1.11402
201,1.09952
201,1.08558
201,1.07224
201,1.05957
201,1.0476
201,1.03635
201,1.02585
201,1.01614
201,1.00719
201,0.999022
201,0.991586
201,0.984869
201,0.978839
201,0.97343
201,0.968599
201,0.964274
201,0.960409
201,0.956947
201,0.953824
201,0.950994
201,0.948409
201,0.946033
201,0.94384
201,0.941817
201,0.939961
201,0.938283
201,0.936803
201,0.935532
201,0.934521
201,0.933805
201,0.933451
201,0.933508
201,0.934019
201,0.935068
201,0.936717
201,0.939048
201,0.942096
201,0.945887
201,0.95048
201,0.955924
201,0.962257
201,0.969505
201,0.977684
201,0.986794
201,0.996825
201,1.00775
201,1.01954
201,1.03216
201,1.04554
201,1.05962
201,1.07436
201,1.08968
201,1.10551
201,1.1218
201,1.13849
201,1.15551
201,1.1728299999999998
201,1.19041
201,1.20822
201,1.22623
201,1.24445
201,1.2628700000000002
201,1.2815299999999998
201,1.30044
201,1.31963
201,1.33913
201,1.35899
201,1.37923
201,1.39989
201,1.421
201,1.44259
201,1.46468
201,1.48728
201,1.5104
201,1.53403
201,1.55815
201,1.58271
201,1.60766
201,1.63295
201,1.6584900000000002
201,1.6842
201,1.7100099999999998
201,1.7357900000000002
201,1.7614599999999998
201,1.7869
201,1.812
201,1.83666
201,1.86078
201,1.88427
201,1.90705
201,1.92904
201,1.9502
201,1.97043
201,1.98972
201,2.00801
201,2.02532
201,2.04164
201,2.05698
201,2.0714200000000003
201,2.08498
201,2.0978
201,2.10994
201,2.12145
201,2.1325
201,2.14316
201,2.15358
201,2.16383
201,2.17395
201,2.18407
201,2.19425
201,2.20458
201,2.21508
201,2.22576
201,2.23667
201,2.24776
201,2.25904
201,2.27043
201,2.28187
201,2.2933
201,2.30457
201,2.3156
201,2.32625
201,2.33637
201,2.34583
201,2.35447
201,2.36216
201,2.36876
201,2.37414
201,2.37819
201,2.3808
201,2.38188
201,2.38139
201,2.37926
201,2.37547
201,2.37003
201,2.36295
201,2.35428
201,2.34406
201,2.33238
201,2.31934
201,2.30503
201,2.28957
201,2.2731
201,2.25573
201,2.2376
201,2.21883
201,2.1995400000000003
201,2.17985
201,2.15987
201,2.13968
201,2.11936
201,2.09897
201,2.07857
201,2.05816
201,2.03778
201,2.01739
201,1.99699
201,1.97655
201,1.956
201,1.93528
201,1.91434
201,1.8931
201,1.87148
201,1.8494
201,1.8268
201,1.8036
201,1.77972
201,1.75513
201,1.72976
201,1.7035900000000002
201,1.67657
201,1.64872
201,1.62006
201,1.59059
201,1.56034
201,1.52932
201,1.4976200000000002
201,1.46534
201,1.43252
201,1.39927
201,1.36563
201,1.33174
201,1.29771
201,1.26359
201,1.22948
201,1.19539
201,1.16149
201,1.1278700000000002
201,1.0945200000000002
201,1.06151
201,1.02881
201,0.996382
201,0.964206
201,0.932243
201,0.900459
201,0.868821
201,0.837303
201,0.805922
201,0.774662
201,0.74357
201,0.712651
201,0.6819689999999999
201,0.651582
201,0.6215310000000001
201,0.591925
201,0.562833
201,0.534412
201,0.5068060000000001
201,0.480113
201,0.454493
201,0.430057
201,0.406965
201,0.385372
201,0.365386
201,0.347143
201,0.33073800000000003
201,0.316281
201,0.303865
201,0.29354600000000003
201,0.285376
201,0.279378
201,0.275559
201,0.273904
201,0.274377
201,0.276925
201,0.281477
201,0.28794899999999995
201,0.296241
201,0.30624
201,0.317825
201,0.330867
201,0.34523400000000004
201,0.360804
201,0.377444
201,0.395035
201,0.413462
201,0.432628
201,0.452455
201,0.472866
201,0.493813
201,0.515255
201,0.5371779999999999
201,0.559585
201,0.58249
201,0.6059180000000001
201,0.6299170000000001
201,0.6545310000000001
201,0.679824
201,0.7058760000000001
201,0.732771
201,0.7605970000000001
201,0.7894439999999999
201,0.819398
201,0.8505370000000001
201,0.882934
201,0.916646
201,0.951721
201,0.988185
201,1.02605
201,1.0653
201,1.10591
201,1.14783
201,1.19097
201,1.23527
201,1.2805799999999998
201,1.32681
201,1.37378
201,1.42128
201,1.46921
201,1.51736
201,1.56561
201,1.61376
201,1.66157
201,1.70897
201,1.75575
201,1.80187
201,1.84728
201,1.89196
201,1.93591
201,1.97909
201,2.02152
201,2.06314
201,2.1039
201,2.14387
